NETime(ps)	MD_run	Estarttime(ns)	E_Distance(Å)	NE_Distance(Å)	Change(Å)
60ns	8	430	14.605	16.412	1.807
60ns	8	440	16.281	16.763	0.482
60ns	8	450	21.370	22.928	1.558
60ns	8	460	20.806	18.070	-2.736
60ns	8	470	18.012	19.118	1.106
60ns	8	475	18.556	19.151	0.595
60ns	8	480	17.085	17.417	0.333
60ns	8	490	22.176	20.301	-1.875
60ns	8	500	19.110	20.970	1.860
60ns	9	50	16.331	19.626	3.295
60ns	9	60	20.661	19.488	-1.173
60ns	9	70	16.535	13.905	-2.630
60ns	9	75	14.408	14.617	0.210
60ns	9	80	15.046	15.194	0.148
60ns	9	90	11.375	13.519	2.144
60ns	9	100	13.853	13.236	-0.617
60ns	9	110	14.189	13.741	-0.447
60ns	9	120	14.890	16.767	1.878
60ns	9	125	18.864	20.344	1.479
60ns	9	130	17.655	19.428	1.773
60ns	9	140	16.061	16.706	0.644
60ns	9	150	18.370	15.188	-3.182
60ns	9	160	13.995	15.284	1.289
60ns	9	170	18.395	16.037	-2.358
60ns	9	175	18.112	14.735	-3.377
60ns	9	180	18.262	17.820	-0.442
60ns	9	190	16.608	15.930	-0.678
60ns	9	200	17.393	14.853	-2.541
60ns	9	210	12.172	12.328	0.156
60ns	9	220	14.933	15.021	0.088
60ns	9	225	16.162	16.121	-0.041
60ns	9	230	12.723	17.242	4.518
60ns	9	240	15.829	14.900	-0.929
60ns	9	250	14.398	15.891	1.493
60ns	9	260	16.793	14.204	-2.589
60ns	9	270	14.540	14.854	0.314
60ns	9	275	15.189	15.737	0.549
60ns	9	280	13.628	15.400	1.772
60ns	9	290	16.816	15.509	-1.306
60ns	9	300	14.606	17.430	2.825
60ns	9	310	16.411	15.722	-0.690
60ns	9	320	17.322	18.798	1.476
60ns	9	325	15.611	12.898	-2.713
60ns	9	330	14.889	16.090	1.201
60ns	9	340	15.368	16.572	1.204
60ns	9	350	19.937	14.690	-5.247
60ns	9	360	18.413	16.226	-2.187
60ns	9	370	17.498	16.973	-0.525
60ns	9	375	12.291	15.797	3.506
60ns	9	380	17.078	15.624	-1.454
60ns	9	390	18.386	16.610	-1.776
60ns	9	400	15.020	14.804	-0.216
60ns	9	410	14.690	13.657	-1.033
60ns	9	420	13.050	15.523	2.473
60ns	9	425	13.448	14.327	0.879
60ns	9	430	13.917	14.755	0.838
60ns	9	440	15.638	17.066	1.428
60ns	9	450	15.248	14.760	-0.488
60ns	9	460	15.314	15.450	0.135
60ns	9	470	17.247	13.016	-4.231
60ns	9	475	14.013	15.573	1.560
60ns	9	480	15.898	15.129	-0.769
60ns	9	490	16.104	15.602	-0.502
60ns	9	500	13.640	10.886	-2.754
60ns	10	50	13.914	13.752	-0.162
60ns	10	60	16.713	11.834	-4.878
60ns	10	70	14.639	11.694	-2.944
60ns	10	75	14.036	13.215	-0.821
60ns	10	80	11.241	11.496	0.255
60ns	10	90	12.895	16.893	3.998
60ns	10	100	12.379	12.531	0.152
60ns	10	110	16.257	13.340	-2.917
60ns	10	120	21.569	17.996	-3.573
60ns	10	125	16.913	16.441	-0.472
60ns	10	130	21.625	19.431	-2.194
60ns	10	140	22.379	19.913	-2.466
60ns	10	150	18.178	17.833	-0.345
60ns	10	160	16.554	17.429	0.875
60ns	10	170	16.834	17.761	0.927
60ns	10	175	19.319	17.909	-1.410
60ns	10	180	16.721	18.372	1.650
60ns	10	190	20.644	25.487	4.843
60ns	10	200	25.325	28.099	2.774
60ns	10	210	25.513	20.359	-5.155
60ns	10	220	22.507	22.883	0.376
60ns	10	225	24.071	22.695	-1.377
60ns	10	230	23.305	19.911	-3.394
60ns	10	240	27.011	27.861	0.850
60ns	10	250	23.198	24.588	1.390
60ns	10	260	24.660	27.668	3.007
60ns	10	270	27.120	24.778	-2.343
60ns	10	275	22.828	24.548	1.720
60ns	10	280	24.837	26.224	1.388
60ns	10	290	23.780	25.333	1.552
60ns	10	300	25.355	22.721	-2.634
60ns	10	310	24.809	28.735	3.926
60ns	10	320	27.567	23.604	-3.962
60ns	10	325	20.556	18.874	-1.683
60ns	10	330	23.581	22.185	-1.396
60ns	10	340	23.170	23.153	-0.017
60ns	10	350	24.230	21.830	-2.401
60ns	10	360	19.418	22.095	2.677
60ns	10	370	23.480	24.922	1.442
60ns	10	375	25.727	23.182	-2.546
60ns	10	380	21.328	21.517	0.189
60ns	10	390	17.611	12.102	-5.509
60ns	10	400	21.943	19.068	-2.875
60ns	10	410	19.816	20.787	0.972
60ns	10	420	22.219	21.968	-0.251
60ns	10	425	18.693	17.206	-1.487
60ns	10	430	20.186	18.998	-1.188
60ns	10	440	23.712	23.488	-0.224
60ns	10	450	21.167	19.225	-1.942
60ns	10	460	22.462	22.877	0.416
60ns	10	470	21.660	20.160	-1.501
60ns	10	475	21.651	19.903	-1.748
60ns	10	480	23.142	18.713	-4.429
60ns	10	490	21.523	20.706	-0.817
60ns	10	500	20.985	16.044	-4.941
60ns	Average	Average	17.543	17.482	-0.061
70ns	1	50	9.111	9.723	0.612
70ns	1	60	9.629	10.008	0.379
70ns	1	70	8.608	8.881	0.274
70ns	1	75	9.385	8.865	-0.520
70ns	1	80	9.371	9.978	0.606
70ns	1	90	8.780	9.093	0.313
70ns	1	100	9.256	8.577	-0.680
70ns	1	110	9.328	12.111	2.783
70ns	1	120	9.117	10.556	1.440
70ns	1	125	8.409	8.724	0.315
70ns	1	130	9.674	9.061	-0.613
70ns	1	140	8.346	9.311	0.965
70ns	1	150	10.406	14.131	3.725
70ns	1	160	12.224	15.759	3.535
70ns	1	170	17.011	13.594	-3.417
70ns	1	175	16.866	16.040	-0.827
70ns	1	180	14.215	10.830	-3.385
70ns	1	190	11.777	12.640	0.864
70ns	1	200	15.067	15.523	0.457
70ns	1	210	13.954	15.931	1.978
70ns	1	220	13.570	13.333	-0.237
70ns	1	225	14.892	12.674	-2.218
70ns	1	230	17.630	14.212	-3.418
70ns	1	240	12.943	12.687	-0.256
70ns	1	250	15.456	15.930	0.474
70ns	1	260	21.010	20.954	-0.057
70ns	1	270	17.858	17.868	0.010
70ns	1	275	20.359	20.548	0.189
70ns	1	280	19.242	18.457	-0.785
70ns	1	290	17.055	17.042	-0.013
70ns	1	300	16.537	13.712	-2.825
70ns	1	310	16.941	15.681	-1.260
70ns	1	320	16.924	17.425	0.501
70ns	1	325	15.720	17.437	1.717
70ns	1	330	17.249	16.932	-0.316
70ns	1	340	15.207	15.821	0.614
70ns	1	350	13.722	14.673	0.952
70ns	1	360	14.615	14.937	0.322
70ns	1	370	17.443	19.215	1.772
70ns	1	375	18.555	17.800	-0.755
70ns	1	380	16.358	16.918	0.560
70ns	1	390	15.382	17.408	2.026
70ns	1	400	15.646	17.475	1.828
70ns	1	410	17.833	15.886	-1.947
70ns	1	420	15.312	17.844	2.532
70ns	1	425	17.903	16.479	-1.423
70ns	1	430	16.471	14.368	-2.103
70ns	1	440	15.034	15.560	0.525
70ns	1	450	13.165	14.976	1.811
70ns	1	460	12.961	14.500	1.539
70ns	1	470	15.525	16.100	0.575
70ns	1	475	15.085	15.340	0.255
70ns	1	480	17.316	15.400	-1.916
70ns	1	490	16.774	15.774	-1.000
70ns	1	500	12.400	14.250	1.850
70ns	2	50	21.027	22.577	1.549
70ns	2	60	15.757	18.169	2.412
70ns	2	70	14.045	13.343	-0.702
70ns	2	75	18.338	16.225	-2.113
70ns	2	80	19.720	19.411	-0.309
70ns	2	90	19.990	18.584	-1.406
70ns	2	100	17.163	20.638	3.474
70ns	2	110	18.173	16.947	-1.226
70ns	2	120	18.448	17.589	-0.859
70ns	2	125	17.209	18.571	1.362
70ns	2	130	20.194	21.084	0.891
70ns	2	140	18.651	19.460	0.809
70ns	2	150	18.322	15.262	-3.060
70ns	2	160	21.501	19.291	-2.210
70ns	2	170	17.485	20.474	2.988
70ns	2	175	18.764	17.535	-1.229
70ns	2	180	17.295	18.936	1.640
70ns	2	190	20.466	19.799	-0.668
70ns	2	200	19.559	21.878	2.319
70ns	2	210	19.419	19.092	-0.327
70ns	2	220	21.562	20.516	-1.046
70ns	2	225	17.117	22.050	4.933
70ns	2	230	17.790	18.806	1.017
70ns	2	240	19.930	21.320	1.390
70ns	2	250	22.332	21.337	-0.994
70ns	2	260	23.215	20.965	-2.250
70ns	2	270	22.107	19.356	-2.751
70ns	2	275	21.590	20.474	-1.116
70ns	2	280	20.167	21.252	1.085
70ns	2	290	22.815	22.107	-0.708
70ns	2	300	19.122	18.034	-1.088
70ns	2	310	18.613	18.093	-0.520
70ns	2	320	18.098	17.246	-0.852
70ns	2	325	17.004	11.489	-5.515
70ns	2	330	21.297	19.962	-1.335
70ns	2	340	28.009	28.973	0.965
70ns	2	350	26.520	25.113	-1.406
70ns	2	360	25.935	25.099	-0.836
70ns	2	370	24.319	26.720	2.401
70ns	2	375	29.523	23.836	-5.687
70ns	2	380	25.933	26.575	0.642
70ns	2	390	23.253	25.503	2.250
70ns	2	400	29.478	33.526	4.048
70ns	2	410	30.673	30.030	-0.643
70ns	2	420	26.233	27.199	0.965
70ns	2	425	33.258	34.149	0.892
70ns	2	430	28.706	32.034	3.328
70ns	2	440	34.064	34.890	0.826
70ns	2	450	34.557	36.658	2.100
70ns	2	460	33.578	32.702	-0.876
70ns	2	470	31.660	32.254	0.594
70ns	2	475	32.487	30.878	-1.609
70ns	2	480	29.427	31.927	2.501
70ns	2	490	31.419	28.555	-2.863
70ns	2	500	32.533	33.252	0.718
70ns	3	50	16.356	16.104	-0.253
70ns	3	60	11.053	14.675	3.621
70ns	3	70	11.468	13.041	1.573
70ns	3	75	12.282	14.212	1.929
70ns	3	80	20.457	16.285	-4.172
70ns	3	90	14.645	14.883	0.238
70ns	3	100	15.064	15.329	0.265
70ns	3	110	14.171	15.276	1.105
70ns	3	120	12.401	13.913	1.511
70ns	3	125	13.458	12.514	-0.944
70ns	3	130	13.536	15.206	1.669
70ns	3	140	14.348	13.038	-1.310
70ns	3	150	16.323	10.993	-5.329
70ns	3	160	13.213	16.677	3.464
70ns	3	170	12.554	15.242	2.687
70ns	3	175	16.728	15.648	-1.080
70ns	3	180	11.401	12.617	1.217
70ns	3	190	14.112	13.666	-0.446
70ns	3	200	13.506	12.779	-0.726
70ns	3	210	12.746	14.429	1.683
70ns	3	220	16.388	13.153	-3.235
70ns	3	225	15.655	14.370	-1.285
70ns	3	230	15.135	14.299	-0.836
70ns	3	240	15.119	14.554	-0.565
70ns	3	250	12.388	15.010	2.622
70ns	3	260	16.563	14.025	-2.538
70ns	3	270	18.751	15.001	-3.749
70ns	3	275	18.699	19.963	1.264
70ns	3	280	20.774	21.681	0.907
70ns	3	290	21.961	19.718	-2.243
70ns	3	300	20.673	22.041	1.368
70ns	3	310	18.575	18.388	-0.187
70ns	3	320	19.346	16.641	-2.704
70ns	3	325	18.188	20.686	2.497
70ns	3	330	23.156	17.838	-5.318
70ns	3	340	20.358	18.476	-1.882
70ns	3	350	18.596	20.214	1.618
70ns	3	360	19.028	19.558	0.529
70ns	3	370	19.323	18.280	-1.043
70ns	3	375	17.285	17.956	0.672
70ns	3	380	18.238	20.423	2.186
70ns	3	390	17.857	17.107	-0.751
70ns	3	400	20.473	20.371	-0.102
70ns	3	410	19.726	19.821	0.095
70ns	3	420	18.523	18.469	-0.054
70ns	3	425	19.405	17.508	-1.896
70ns	3	430	19.017	17.786	-1.230
70ns	3	440	19.802	19.654	-0.148
70ns	3	450	17.299	16.710	-0.589
70ns	3	460	17.121	19.422	2.301
70ns	3	470	18.851	19.678	0.828
70ns	3	475	17.890	18.556	0.667
70ns	3	480	17.920	17.938	0.017
70ns	3	490	17.177	19.211	2.034
70ns	3	500	17.642	19.516	1.874
70ns	4	50	16.515	11.740	-4.774
70ns	4	60	9.647	13.473	3.825
70ns	4	70	10.490	13.053	2.563
70ns	4	75	14.448	11.071	-3.377
70ns	4	80	15.386	13.341	-2.045
70ns	4	90	15.387	13.208	-2.179
70ns	4	100	13.447	16.110	2.663
70ns	4	110	16.594	16.692	0.098
70ns	4	120	10.718	10.876	0.158
70ns	4	125	12.116	12.132	0.015
70ns	4	130	13.091	13.953	0.862
70ns	4	140	11.875	10.230	-1.645
70ns	4	150	13.255	13.007	-0.248
70ns	4	160	11.088	11.640	0.552
70ns	4	170	12.076	12.887	0.811
70ns	4	175	12.272	11.449	-0.823
70ns	4	180	12.248	10.938	-1.311
70ns	4	190	11.635	12.002	0.366
70ns	4	200	11.821	8.062	-3.759
70ns	4	210	10.377	9.750	-0.627
70ns	4	220	10.984	10.329	-0.656
70ns	4	225	12.445	11.974	-0.471
70ns	4	230	15.094	10.200	-4.894
70ns	4	240	14.159	10.139	-4.020
70ns	4	250	9.647	10.116	0.469
70ns	4	260	10.905	11.033	0.128
70ns	4	270	15.359	14.080	-1.279
70ns	4	275	13.077	12.978	-0.099
70ns	4	280	11.531	14.131	2.600
70ns	4	290	13.461	11.667	-1.794
70ns	4	300	12.112	11.781	-0.331
70ns	4	310	18.653	18.323	-0.330
70ns	4	320	12.113	13.118	1.004
70ns	4	325	16.021	14.753	-1.268
70ns	4	330	13.110	12.257	-0.853
70ns	4	340	14.025	12.089	-1.935
70ns	4	350	13.067	17.435	4.368
70ns	4	360	13.820	12.046	-1.774
70ns	4	370	15.473	15.121	-0.352
70ns	4	375	13.338	14.241	0.903
70ns	4	380	13.086	13.559	0.473
70ns	4	390	11.337	12.581	1.244
70ns	4	400	13.130	15.046	1.916
70ns	4	410	15.238	17.002	1.763
70ns	4	420	13.907	11.107	-2.799
70ns	4	425	11.888	14.646	2.759
70ns	4	430	14.208	17.960	3.752
70ns	4	440	19.996	13.981	-6.015
70ns	4	450	19.112	13.316	-5.796
70ns	4	460	17.244	13.559	-3.686
70ns	4	470	20.094	17.428	-2.666
70ns	4	475	16.866	19.867	3.001
70ns	4	480	15.656	17.057	1.402
70ns	4	490	19.256	16.464	-2.793
70ns	4	500	19.360	16.785	-2.575
70ns	5	50	16.640	18.029	1.389
70ns	5	60	18.101	18.451	0.350
70ns	5	70	24.306	21.170	-3.136
70ns	5	75	25.437	20.845	-4.592
70ns	5	80	18.506	20.433	1.927
70ns	5	90	17.956	18.376	0.420
70ns	5	100	19.617	17.187	-2.431
70ns	5	110	15.720	14.847	-0.873
70ns	5	120	17.940	15.878	-2.062
70ns	5	125	16.608	15.955	-0.653
70ns	5	130	16.053	14.578	-1.474
70ns	5	140	15.320	16.893	1.573
70ns	5	150	13.673	13.316	-0.357
70ns	5	160	16.902	19.290	2.388
70ns	5	170	16.247	14.831	-1.416
70ns	5	175	15.235	14.552	-0.683
70ns	5	180	13.974	14.992	1.018
70ns	5	190	15.122	14.095	-1.026
70ns	5	200	15.270	16.608	1.338
70ns	5	210	17.391	18.642	1.251
70ns	5	220	16.067	15.351	-0.715
70ns	5	225	15.892	15.931	0.039
70ns	5	230	17.685	16.704	-0.982
70ns	5	240	20.134	18.057	-2.077
70ns	5	250	19.649	18.622	-1.027
70ns	5	260	16.691	16.050	-0.641
70ns	5	270	17.455	16.519	-0.937
70ns	5	275	16.665	17.154	0.489
70ns	5	280	18.524	16.749	-1.775
70ns	5	290	16.074	17.503	1.428
70ns	5	300	13.486	15.380	1.894
70ns	5	310	14.534	14.924	0.391
70ns	5	320	15.073	13.314	-1.759
70ns	5	325	16.409	15.760	-0.649
70ns	5	330	16.650	15.065	-1.584
70ns	5	340	16.558	15.297	-1.261
70ns	5	350	14.913	15.473	0.560
70ns	5	360	15.029	16.667	1.638
70ns	5	370	17.607	16.557	-1.050
70ns	5	375	17.875	16.944	-0.931
70ns	5	380	18.210	20.212	2.002
70ns	5	390	20.481	20.796	0.315
70ns	5	400	15.617	15.165	-0.451
70ns	5	410	20.722	18.628	-2.094
70ns	5	420	20.481	20.347	-0.134
70ns	5	425	19.341	20.793	1.452
70ns	5	430	23.454	21.208	-2.246
70ns	5	440	20.497	22.058	1.560
70ns	5	450	19.360	20.209	0.849
70ns	5	460	22.902	24.968	2.065
70ns	5	470	24.353	23.612	-0.741
70ns	5	475	21.848	20.682	-1.166
70ns	5	480	22.298	23.124	0.827
70ns	5	490	23.722	23.140	-0.583
70ns	5	500	20.511	21.091	0.580
70ns	6	50	23.304	21.324	-1.979
70ns	6	60	26.677	23.056	-3.621
70ns	6	70	25.202	27.039	1.837
70ns	6	75	22.523	25.274	2.750
70ns	6	80	20.343	22.805	2.463
70ns	6	90	21.513	22.904	1.391
70ns	6	100	25.430	23.475	-1.955
70ns	6	110	24.684	22.303	-2.381
70ns	6	120	18.199	19.873	1.675
70ns	6	125	18.421	17.450	-0.971
70ns	6	130	21.044	23.014	1.970
70ns	6	140	16.829	20.737	3.908
70ns	6	150	18.474	20.043	1.569
70ns	6	160	20.636	20.571	-0.065
70ns	6	170	23.208	17.160	-6.048
70ns	6	175	18.930	18.079	-0.851
70ns	6	180	25.378	18.521	-6.857
70ns	6	190	19.253	21.066	1.813
70ns	6	200	17.879	20.552	2.674
70ns	6	210	19.354	18.777	-0.578
70ns	6	220	21.350	24.356	3.005
70ns	6	225	18.444	14.950	-3.494
70ns	6	230	17.705	21.840	4.135
70ns	6	240	21.215	19.468	-1.747
70ns	6	250	19.870	25.164	5.294
70ns	6	260	32.779	31.827	-0.952
70ns	6	270	23.776	23.352	-0.423
70ns	6	275	23.844	24.529	0.685
70ns	6	280	24.709	22.212	-2.497
70ns	6	290	18.070	19.308	1.238
70ns	6	300	16.229	16.812	0.583
70ns	6	310	17.553	17.068	-0.484
70ns	6	320	15.085	15.768	0.683
70ns	6	325	19.095	21.697	2.601
70ns	6	330	18.933	21.017	2.084
70ns	6	340	21.349	20.970	-0.380
70ns	6	350	26.868	23.073	-3.794
70ns	6	360	22.793	18.709	-4.083
70ns	6	370	20.024	17.832	-2.191
70ns	6	375	16.745	21.105	4.360
70ns	6	380	17.975	19.841	1.866
70ns	6	390	20.388	20.927	0.539
70ns	6	400	21.924	20.767	-1.157
70ns	6	410	19.786	22.422	2.636
70ns	6	420	21.976	23.828	1.852
70ns	6	425	23.074	23.210	0.136
70ns	6	430	22.456	22.270	-0.186
70ns	6	440	17.365	22.566	5.200
70ns	6	450	23.664	24.504	0.840
70ns	6	460	23.310	26.345	3.035
70ns	6	470	13.783	17.567	3.784
70ns	6	475	13.829	19.982	6.153
70ns	6	480	14.875	16.907	2.031
70ns	6	490	19.171	17.817	-1.354
70ns	6	500	20.064	20.266	0.202
70ns	7	50	11.242	13.072	1.830
70ns	7	60	12.935	11.639	-1.296
70ns	7	70	14.447	16.036	1.588
70ns	7	75	15.502	12.626	-2.876
70ns	7	80	15.335	12.121	-3.214
70ns	7	90	13.899	12.804	-1.096
70ns	7	100	15.092	13.390	-1.702
70ns	7	110	14.391	12.912	-1.479
70ns	7	120	11.962	13.299	1.337
70ns	7	125	14.153	12.557	-1.596
70ns	7	130	11.922	15.917	3.995
70ns	7	140	12.093	11.668	-0.425
70ns	7	150	15.123	14.308	-0.816
70ns	7	160	14.446	13.686	-0.760
70ns	7	170	15.422	14.247	-1.175
70ns	7	175	14.717	18.897	4.180
70ns	7	180	14.450	12.627	-1.823
70ns	7	190	16.776	15.662	-1.114
70ns	7	200	19.623	16.293	-3.330
70ns	7	210	16.145	18.137	1.993
70ns	7	220	15.554	13.049	-2.505
70ns	7	225	15.111	17.375	2.265
70ns	7	230	16.460	18.290	1.830
70ns	7	240	17.036	18.173	1.137
70ns	7	250	16.175	18.213	2.038
70ns	7	260	17.476	17.892	0.416
70ns	7	270	14.158	16.507	2.349
70ns	7	275	18.239	16.972	-1.268
70ns	7	280	15.409	14.161	-1.248
70ns	7	290	15.219	18.257	3.038
70ns	7	300	16.721	16.538	-0.183
70ns	7	310	15.661	14.373	-1.288
70ns	7	320	17.673	17.697	0.023
70ns	7	325	15.400	16.141	0.741
70ns	7	330	14.856	15.353	0.496
70ns	7	340	15.584	13.145	-2.439
70ns	7	350	15.786	16.639	0.853
70ns	7	360	17.819	18.402	0.583
70ns	7	370	15.448	17.348	1.900
70ns	7	375	17.791	16.526	-1.265
70ns	7	380	15.733	13.670	-2.064
70ns	7	390	18.210	18.295	0.085
70ns	7	400	18.118	17.678	-0.440
70ns	7	410	16.369	16.209	-0.160
70ns	7	420	13.507	16.070	2.563
70ns	7	425	19.221	19.301	0.080
70ns	7	430	17.422	16.874	-0.548
70ns	7	440	16.334	16.417	0.083
70ns	7	450	18.742	17.590	-1.151
70ns	7	460	18.747	17.759	-0.988
70ns	7	470	15.901	17.275	1.373
70ns	7	475	15.641	14.012	-1.629
70ns	7	480	22.044	21.733	-0.311
70ns	7	490	20.001	19.386	-0.615
70ns	7	500	19.863	21.933	2.070
70ns	8	50	10.135	11.968	1.834
70ns	8	60	12.285	12.827	0.542
70ns	8	70	13.368	13.251	-0.117
70ns	8	75	13.575	13.449	-0.127
70ns	8	80	11.474	15.916	4.442
70ns	8	90	14.796	11.756	-3.039
70ns	8	100	13.425	12.129	-1.296
70ns	8	110	12.405	13.925	1.520
70ns	8	120	17.978	15.297	-2.681
70ns	8	125	17.586	15.694	-1.892
70ns	8	130	13.973	14.819	0.846
70ns	8	140	17.394	15.717	-1.677
70ns	8	150	11.948	14.321	2.373
70ns	8	160	14.457	14.543	0.086
70ns	8	170	18.460	14.773	-3.687
70ns	8	175	18.391	16.356	-2.035
70ns	8	180	18.796	18.622	-0.173
70ns	8	190	17.604	17.949	0.345
70ns	8	200	19.463	18.362	-1.101
70ns	8	210	18.465	20.148	1.684
70ns	8	220	19.864	17.330	-2.534
70ns	8	225	17.048	18.954	1.907
70ns	8	230	16.862	16.390	-0.472
70ns	8	240	16.811	16.393	-0.418
70ns	8	250	13.907	14.438	0.531
70ns	8	260	13.532	13.080	-0.452
70ns	8	270	14.238	17.615	3.378
70ns	8	275	16.770	19.761	2.991
70ns	8	280	18.418	16.602	-1.816
70ns	8	290	12.291	12.271	-0.020
70ns	8	300	19.678	13.974	-5.705
70ns	8	310	13.064	14.874	1.810
70ns	8	320	16.838	15.707	-1.132
70ns	8	325	16.339	13.149	-3.190
70ns	8	330	18.053	13.457	-4.596
70ns	8	340	17.836	17.771	-0.065
70ns	8	350	15.193	14.676	-0.517
70ns	8	360	17.251	14.231	-3.020
70ns	8	370	16.436	19.339	2.903
70ns	8	375	17.689	14.653	-3.037
70ns	8	380	14.788	15.707	0.920
70ns	8	390	13.843	12.488	-1.355
70ns	8	400	13.921	16.839	2.918
70ns	8	410	13.167	15.996	2.829
70ns	8	420	13.726	15.748	2.023
70ns	8	425	11.550	11.903	0.353
70ns	8	430	15.419	17.095	1.676
70ns	8	440	17.227	17.736	0.509
70ns	8	450	21.301	23.477	2.176
70ns	8	460	20.595	18.577	-2.018
70ns	8	470	17.576	18.771	1.195
70ns	8	475	19.539	19.080	-0.459
70ns	8	480	18.198	17.101	-1.097
70ns	8	490	20.658	21.412	0.754
70ns	8	500	18.142	19.595	1.453
70ns	9	50	16.266	17.972	1.706
70ns	9	60	20.222	19.441	-0.781
70ns	9	70	15.128	13.656	-1.472
70ns	9	75	13.558	13.974	0.416
70ns	9	80	14.901	15.929	1.028
70ns	9	90	10.773	13.648	2.875
70ns	9	100	13.935	13.716	-0.219
70ns	9	110	13.570	14.226	0.656
70ns	9	120	13.798	16.888	3.090
70ns	9	125	18.551	20.968	2.417
70ns	9	130	17.781	18.092	0.310
70ns	9	140	15.615	16.927	1.312
70ns	9	150	17.810	16.456	-1.354
70ns	9	160	13.196	15.043	1.847
70ns	9	170	17.800	14.333	-3.467
70ns	9	175	18.484	14.075	-4.410
70ns	9	180	18.861	17.809	-1.052
70ns	9	190	16.939	17.441	0.503
70ns	9	200	17.472	14.833	-2.639
70ns	9	210	11.382	12.268	0.886
70ns	9	220	14.548	14.007	-0.541
70ns	9	225	15.942	14.607	-1.334
70ns	9	230	12.837	17.495	4.659
70ns	9	240	16.592	13.962	-2.629
70ns	9	250	14.433	14.589	0.156
70ns	9	260	17.404	14.472	-2.932
70ns	9	270	13.711	13.820	0.109
70ns	9	275	14.908	15.896	0.988
70ns	9	280	14.523	15.179	0.656
70ns	9	290	16.103	15.016	-1.088
70ns	9	300	14.537	16.029	1.492
70ns	9	310	16.302	15.985	-0.317
70ns	9	320	16.027	19.624	3.597
70ns	9	325	15.287	12.863	-2.424
70ns	9	330	14.734	15.610	0.876
70ns	9	340	15.377	18.677	3.300
70ns	9	350	19.423	14.529	-4.894
70ns	9	360	17.906	16.229	-1.677
70ns	9	370	16.748	16.939	0.191
70ns	9	375	12.914	15.076	2.162
70ns	9	380	16.085	15.002	-1.082
70ns	9	390	18.353	15.445	-2.908
70ns	9	400	16.000	15.017	-0.982
70ns	9	410	14.838	13.769	-1.069
70ns	9	420	14.495	14.654	0.159
70ns	9	425	12.172	12.993	0.821
70ns	9	430	14.162	14.304	0.142
70ns	9	440	15.742	16.511	0.769
70ns	9	450	13.411	14.131	0.720
70ns	9	460	14.877	16.867	1.990
70ns	9	470	17.586	14.843	-2.743
70ns	9	475	13.744	16.040	2.296
70ns	9	480	14.860	16.098	1.238
70ns	9	490	16.055	16.365	0.309
70ns	9	500	13.592	10.779	-2.813
70ns	10	50	14.527	13.613	-0.913
70ns	10	60	15.423	12.574	-2.849
70ns	10	70	15.696	11.536	-4.160
70ns	10	75	14.453	12.301	-2.152
70ns	10	80	11.372	11.504	0.132
70ns	10	90	13.438	16.917	3.479
70ns	10	100	15.247	11.780	-3.467
70ns	10	110	16.289	13.386	-2.903
70ns	10	120	20.600	17.883	-2.717
70ns	10	125	16.710	16.430	-0.280
70ns	10	130	21.348	19.118	-2.230
70ns	10	140	20.907	20.178	-0.729
70ns	10	150	17.493	19.298	1.804
70ns	10	160	15.191	16.770	1.579
70ns	10	170	17.428	16.790	-0.638
70ns	10	175	17.314	18.303	0.989
70ns	10	180	17.330	19.013	1.682
70ns	10	190	19.567	24.565	4.998
70ns	10	200	27.473	28.418	0.945
70ns	10	210	26.342	20.170	-6.171
70ns	10	220	22.982	23.177	0.195
70ns	10	225	25.725	22.377	-3.348
70ns	10	230	22.241	20.612	-1.629
70ns	10	240	25.831	25.489	-0.342
70ns	10	250	23.552	25.881	2.328
70ns	10	260	25.258	27.683	2.425
70ns	10	270	27.031	23.446	-3.585
70ns	10	275	23.494	23.951	0.457
70ns	10	280	26.027	25.502	-0.525
70ns	10	290	23.084	25.197	2.114
70ns	10	300	25.734	23.616	-2.118
70ns	10	310	24.448	28.056	3.607
70ns	10	320	26.687	23.717	-2.970
70ns	10	325	20.342	18.569	-1.773
70ns	10	330	23.737	22.905	-0.833
70ns	10	340	25.531	22.556	-2.976
70ns	10	350	24.105	21.463	-2.642
70ns	10	360	20.685	21.262	0.577
70ns	10	370	24.317	25.116	0.798
70ns	10	375	23.911	21.609	-2.302
70ns	10	380	20.505	20.025	-0.480
70ns	10	390	17.973	12.944	-5.028
70ns	10	400	21.071	17.466	-3.605
70ns	10	410	18.303	20.718	2.414
70ns	10	420	21.318	22.309	0.991
70ns	10	425	18.938	17.074	-1.864
70ns	10	430	21.539	18.546	-2.993
70ns	10	440	24.430	24.189	-0.241
70ns	10	450	21.042	17.255	-3.788
70ns	10	460	23.100	20.885	-2.216
70ns	10	470	23.279	21.146	-2.133
70ns	10	475	22.494	20.067	-2.427
70ns	10	480	22.818	20.203	-2.614
70ns	10	490	21.894	22.363	0.469
70ns	10	500	22.613	16.660	-5.953
70ns	Average	Average	17.534	17.402	-0.132
80ns	1	50	9.315	9.811	0.496
80ns	1	60	8.951	10.110	1.159
80ns	1	70	9.054	8.789	-0.265
80ns	1	75	8.978	9.008	0.030
80ns	1	80	9.267	10.469	1.202
80ns	1	90	8.542	9.800	1.258
80ns	1	100	9.053	8.710	-0.343
80ns	1	110	9.235	11.983	2.748
